,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
45953,10095063,11947183,24000,24000,24000.0, 36 months,10.99,785.62,B,B2,"Manager, Learning & Development",10+ years,MORTGAGE,121000.0,Source Verified,Dec-13,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10095063,,credit_card,Credit Card Consolidation,853xx,AZ,18.69,0.0,Oct-99,1.0,,,9.0,0.0,25908,72.4,18.0,f,11643.57,11643.57,15711.27,15711.27,12356.43,3354.84,0.0,0.0,0.0,Sep-15,785.62,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,333386.0,,,,,,,,,,,,35800.0,,,
35626,433869,517180,20000,20000,16615.5771, 36 months,14.61,689.51,D,D1,Total Marine Solutions,7 years,MORTGAGE,125000.0,Verified,Aug-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=433869,"Last year I bought a home while the market was low which took months to close on, short sale.  It was a good deal but the house needed some work, and I developed debt in order to complete the work.  I am able to pay the debt, however, the increase has affected my credit score.  I am looking to reduce my payments while at the same time increasing my score.  I am a reliable, Managing Director with a small secure firm.  I will look to pay the debt off as soon as possible, likely before the term.",debt_consolidation,Reduce Household Debt,330xx,FL,14.19,0.0,Jun-82,0.0,63.0,,19.0,0.0,31076,79.7,52.0,f,0.0,0.0,24592.93,20028.55,19999.99,4592.94,0.0,0.0,0.0,Jan-12,5305.24,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
235174,36701184,39443908,3500,3500,3500.0, 36 months,8.19,109.99,A,A5,Business Analyst,< 1 year,MORTGAGE,50000.0,Not Verified,Dec-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=36701184,,debt_consolidation,Debt consolidation,333xx,FL,8.69,4.0,Nov-03,0.0,7.0,,12.0,0.0,4653,11.7,42.0,w,2333.66,2333.66,1428.28,1428.28,1166.34,261.94,0.0,0.0,0.0,Jan-16,109.99,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,39658.0,,,,,,,,,,,,39700.0,,,
122711,5895314,7357454,16000,16000,16000.0, 60 months,15.88,388.07,C,C4,The Miriam Hospital,3 years,MORTGAGE,75000.0,Verified,Jul-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5895314,,debt_consolidation,debt consolidation,028xx,RI,3.65,1.0,May-01,3.0,18.0,,7.0,0.0,10212,44.8,29.0,f,0.0,0.0,18913.84597,18913.85,16000.0,2913.85,0.0,0.0,0.0,Oct-14,13485.63,,Oct-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,10212.0,,,,,,,,,,,,22800.0,,,
206797,1429381,1680205,12000,12000,11750.0, 36 months,11.14,393.67,B,B2,Charlottesville City Schools,10+ years,MORTGAGE,68514.0,Not Verified,Aug-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1429381,  Borrower added on 07/17/12 > Consolidation Loan to pay off bills.<br><br>  Borrower added on 07/17/12 > My loan is for to pay off five bills so i can reduce my debt ratio so I can have a lower monthly payment.<br>,debt_consolidation,Consolidation Loan,229xx,VA,13.11,0.0,Aug-90,0.0,,,12.0,0.0,9066,34.5,41.0,f,0.0,0.0,14043.87501,13751.29,12000.0,2043.88,0.0,0.0,0.0,Dec-14,3416.05,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
398619,14438556,16490931,30750,30750,30750.0, 60 months,19.47,805.65,D,D5,Manager,10+ years,MORTGAGE,70000.0,Verified,Apr-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14438556,,debt_consolidation,Debt consolidation,601xx,IL,18.47,4.0,Oct-98,3.0,16.0,,6.0,0.0,4188,57.4,37.0,w,23574.16,23574.16,16113.21,16113.21,7175.84,8937.37,0.0,0.0,0.0,Jan-16,805.65,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,216618.0,,,,,,,,,,,,7300.0,,,
333470,23113261,25466112,12800,12800,12800.0, 36 months,10.99,419.0,B,B3,Cloud Services Technician,2 years,MORTGAGE,58000.0,Not Verified,Jul-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=23113261,,credit_card,Credit card refinancing,275xx,NC,11.34,0.0,Aug-07,3.0,,,8.0,0.0,18204,59.9,18.0,f,0.0,0.0,13358.24165,13358.24,12800.0,558.24,0.0,0.0,0.0,Jan-15,11682.24,,Feb-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,116488.0,,,,,,,,,,,,30400.0,,,
41449,355345,360020,6000,4825,988.0925289, 36 months,14.43,165.92,E,E1,Yale Carolinas Inc,1 year,RENT,32000.0,Verified,Sep-08,Does not meet the credit policy. Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=355345,Would like to consolidate higher interest credit cards.  Goal is to get out of credit card debt within the next three years.,debt_consolidation,Consolidate credit card debt,379xx,TN,28.76,0.0,Oct-99,0.0,,,14.0,0.0,11285,46.6,19.0,f,0.0,0.0,5972.93,1069.35,4825.01,1147.92,0.0,0.0,0.0,Sep-11,166.1,Oct-11,Sep-11,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
88308,7376370,9038458,16000,16000,16000.0, 60 months,17.1,398.51,C,C5,usps,10+ years,OWN,64000.0,Verified,Sep-13,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7376370,,debt_consolidation,Debt consolidation,950xx,CA,5.93,0.0,Aug-08,1.0,,96.0,10.0,1.0,10068,41.8,13.0,f,11397.89,11397.89,9165.08,9165.08,4602.11,4562.97,0.0,0.0,0.0,Aug-15,398.51,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,10068.0,,,,,,,,,,,,24100.0,,,
324645,24294696,26697624,15000,15000,15000.0, 36 months,12.49,501.74,B,B5,RN,5 years,MORTGAGE,60000.0,Not Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24294696,,debt_consolidation,Debt consolidation,774xx,TX,8.11,0.0,Sep-06,1.0,35.0,,9.0,0.0,13041,68.3,18.0,f,8608.9,8608.9,8529.58,8529.58,6391.1,2138.48,0.0,0.0,0.0,Jan-16,501.74,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,149680.0,,,,,,,,,,,,19100.0,,,
295425,28883239,31406403,14775,14775,14775.0, 36 months,19.52,545.49,E,E2,Dispatch Supervisor,2 years,RENT,45000.0,Source Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=28883239,,other,Other,780xx,TX,4.53,1.0,Jun-04,2.0,16.0,,3.0,0.0,2354,51.2,14.0,w,9637.96,9637.96,8182.35,8182.35,5137.04,3045.31,0.0,0.0,0.0,Jan-16,545.49,Feb-16,Jan-16,0.0,25.0,1,INDIVIDUAL,,,,0.0,0.0,2354.0,,,,,,,,,,,,4600.0,,,
279907,31106283,33689465,16000,16000,16000.0, 36 months,7.12,494.92,A,A3,ACCOUNTANT,10+ years,MORTGAGE,65000.0,Not Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31106283,,debt_consolidation,Debt consolidation,402xx,KY,10.73,0.0,Feb-95,0.0,,,23.0,0.0,17531,29.2,59.0,w,9744.49,9744.49,7417.47,7417.47,6255.51,1161.96,0.0,0.0,0.0,Jan-16,494.92,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,248.0,135557.0,,,,,,,,,,,,60000.0,,,
115018,6235121,7747274,5000,5000,5000.0, 36 months,9.71,160.66,B,B1,Allied Barton Security Services,5 years,RENT,33280.0,Not Verified,Jul-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6235121,,debt_consolidation,Debt Consolidation,950xx,CA,14.14,0.0,Jan-08,0.0,29.0,,15.0,0.0,9508,31.1,19.0,w,0.0,0.0,5501.079216,5501.08,5000.0,501.08,0.0,0.0,0.0,Oct-14,3251.84,,Oct-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,17338.0,,,,,,,,,,,,30600.0,,,
112824,5040061,6342472,10000,10000,10000.0, 36 months,6.03,304.36,A,A1,Sisters of Mercy NYPPaW,4 years,RENT,61000.0,Verified,Jul-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5040061,  Borrower added on 07/15/13 > Consolidate higher interest loan and credit card balance<br>,debt_consolidation,Pay-Off,140xx,NY,17.82,0.0,Mar-82,0.0,,,14.0,0.0,4749,10.6,44.0,w,0.0,0.0,10282.22,10282.22,10000.0,282.22,0.0,0.0,0.0,Jan-14,8760.42,,May-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,41953.0,,,,,,,,,,,,44700.0,,,
386476,16451671,18534157,7850,7850,7850.0, 36 months,13.98,268.22,C,C3,,,MORTGAGE,30000.0,Source Verified,May-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16451671,,debt_consolidation,Debt consolidation,852xx,AZ,9.8,0.0,Jul-03,2.0,,107.0,8.0,1.0,7434,40.4,12.0,f,3894.62,3894.62,5364.4,5364.4,3955.38,1409.02,0.0,0.0,0.0,Jan-16,268.22,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,120163.0,,,,,,,,,,,,18400.0,,,
186982,1794726,2096891,4800,4800,4800.0, 36 months,11.14,157.47,B,B2,,6 years,RENT,46000.0,Source Verified,Nov-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1794726,,debt_consolidation,credit card debt,191xx,PA,6.86,0.0,Nov-00,0.0,,,13.0,0.0,9239,38.2,15.0,f,0.0,0.0,5534.524496999999,5534.52,4800.0,734.52,0.0,0.0,0.0,Oct-14,2228.1,,Oct-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,9571.0,,,,,,,,,,,,24200.0,,,
85943,6888734,8530644,10500,10500,10500.0, 36 months,14.3,360.4,C,C1,Lizer Landscaping,5 years,MORTGAGE,36500.0,Verified,Sep-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6888734,,credit_card,Credit Card Payoff,543xx,WI,16.04,0.0,Jul-94,0.0,57.0,114.0,11.0,1.0,11291,64.2,18.0,w,0.0,0.0,4324.8,4324.8,3015.9,1308.9,0.0,0.0,0.0,Oct-14,360.4,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,18643.0,84910.0,,,,,,,,,,,,20100.0,,,
114675,6314767,7846876,3600,3600,3600.0, 36 months,19.52,132.92,D,D4,Jefferson University Physicians,< 1 year,RENT,33000.0,Not Verified,Jul-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6314767,,vacation,New Zealand,191xx,PA,22.04,0.0,Feb-05,2.0,,,15.0,0.0,4668,32.9,24.0,f,0.0,0.0,4738.82,4738.82,3600.0,1138.82,0.0,0.0,0.0,Dec-15,1017.06,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,140.0,57911.0,,,,,,,,,,,,14200.0,,,
279319,31336830,33920017,25000,25000,25000.0, 60 months,19.52,655.69,E,E2,teacher,10+ years,MORTGAGE,56000.0,Source Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31336830,,debt_consolidation,Debt consolidation,070xx,NJ,12.02,1.0,Oct-98,0.0,15.0,,11.0,0.0,21309,89.9,34.0,w,20807.82,20807.82,9781.13,9781.13,4192.18,5588.95,0.0,0.0,0.0,Jan-16,655.69,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,338679.0,,,,,,,,,,,,23700.0,,,
299206,27600713,30103802,24000,24000,24000.0, 36 months,6.03,730.46,A,A1,Senior Product Manager,1 year,MORTGAGE,135000.0,Source Verified,Oct-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=27600713,,credit_card,Credit card refinancing,981xx,WA,22.84,0.0,May-91,1.0,,,14.0,0.0,22047,24.1,21.0,w,0.0,0.0,25212.83,25212.83,24000.0,1212.83,0.0,0.0,0.0,Oct-15,8.59,,Sep-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,601001.0,,,,,,,,,,,,145900.0,,,
333951,23072913,25425831,3000,3000,3000.0, 36 months,20.2,111.8,E,E3,Sr. Account Manager,9 years,MORTGAGE,72000.0,Verified,Jul-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=23072913,,debt_consolidation,Debt consolidation,934xx,CA,24.28,0.0,Aug-06,0.0,,,17.0,0.0,20223,81.5,22.0,f,1805.02,1805.02,1900.6,1900.6,1194.98,705.62,0.0,0.0,0.0,Jan-16,111.8,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,356248.0,,,,,,,,,,,,24800.0,,,
272228,32158843,34772045,13800,13800,13800.0, 36 months,12.99,464.92,C,C1,letter carrier,1 year,RENT,30000.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=32158843,,debt_consolidation,Debt consolidation,116xx,NY,26.09,1.0,Sep-00,0.0,23.0,,16.0,0.0,20734,61.2,28.0,f,9057.82,9057.82,6498.92,6498.92,4742.18,1756.74,0.0,0.0,0.0,Jan-16,464.92,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,52431.0,,,,,,,,,,,,33900.0,,,
406062,14589404,16651718,20000,20000,20000.0, 36 months,12.99,673.79,B,B5,registered nurse,4 years,MORTGAGE,94000.0,Verified,Apr-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14589404,,debt_consolidation,Debt consolidation,945xx,CA,6.6,0.0,Sep-08,2.0,,,12.0,0.0,18299,54.1,16.0,f,0.0,0.0,21590.35365,21590.35,20000.0,1590.35,0.0,0.0,0.0,Dec-14,16873.82,,Jan-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,354654.0,,,,,,,,,,,,33800.0,,,
250035,32119443,34722724,5975,5975,5975.0, 36 months,19.99,222.03,E,E3,,,RENT,23000.0,Verified,Nov-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=32119443,,car,Car financing,321xx,FL,11.74,0.0,Dec-98,0.0,,,8.0,0.0,11818,71.2,12.0,w,0.0,0.0,7123.8,7123.8,5975.0,1148.8,0.0,0.0,0.0,Dec-15,4472.71,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,11818.0,,,,,,,,,,,,16600.0,,,
157475,3675405,4638528,10000,10000,10000.0, 36 months,17.77,360.38,D,D1,marines,10+ years,RENT,55000.0,Verified,Mar-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3675405,  Borrower added on 03/07/13 > My mother needs some assistance<br>,other,helping hand,853xx,AZ,30.07,0.0,Jan-96,0.0,,,5.0,0.0,22173,86.6,17.0,f,705.5,705.5,12251.6,12251.6,9294.5,2957.1,0.0,0.0,0.0,Jan-16,360.38,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,49775.0,,,,,,,,,,,,25600.0,,,
2020,1041716,1271982,12650,12650,12400.0, 36 months,8.9,401.68,A,A5,NaturaLawn of America,10+ years,MORTGAGE,87504.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1041716,,debt_consolidation,debt_consolidation,217xx,MD,11.9,1.0,Dec-99,0.0,22.0,,15.0,0.0,28316,37.0,39.0,f,0.0,0.0,14451.10194,14165.53,12650.0,1801.1,0.0,0.0,0.0,Oct-14,1212.3,,Oct-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
405998,14499507,16561801,25000,25000,25000.0, 36 months,10.99,818.35,B,B2,Consultant,3 years,MORTGAGE,75000.0,Not Verified,Apr-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14499507,,debt_consolidation,Debt consolidation,953xx,CA,29.66,1.0,May-91,3.0,23.0,,15.0,0.0,24365,25.3,31.0,f,11420.68,11420.68,17185.35,17185.35,13579.32,3606.03,0.0,0.0,0.0,Jan-16,818.35,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,347070.0,,,,,,,,,,,,96200.0,,,
243340,34142025,36805304,35000,35000,35000.0, 60 months,14.31,820.03,C,C4,Nurse,3 years,MORTGAGE,150000.0,Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34142025,,home_improvement,Home improvement,957xx,CA,17.98,0.0,Dec-98,0.0,33.0,,27.0,0.0,19312,63.1,63.0,w,29374.08,29374.08,10590.83,10590.83,5625.92,4964.91,0.0,0.0,0.0,Dec-15,820.03,Jan-16,Jan-16,1.0,,1,INDIVIDUAL,,,,0.0,202.0,524380.0,,,,,,,,,,,,30600.0,,,
20557,657997,841473,20000,20000,19475.0, 36 months,11.11,655.82,B,B5,K & N Engineering,< 1 year,RENT,75000.0,Verified,Jan-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=657997,,debt_consolidation,Andrew's Personal Loan,905xx,CA,12.62,0.0,Jan-01,0.0,,,10.0,0.0,14155,46.1,16.0,f,0.0,0.0,23576.59,22957.4,20000.0,3576.59,0.0,0.0,0.0,Dec-13,2032.61,,Jun-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
110579,6455286,7997393,10000,10000,10000.0, 36 months,12.35,333.82,B,B4,zulily,2 years,RENT,36800.0,Not Verified,Aug-13,Late (16-30 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6455286,,debt_consolidation,consoliation loan,431xx,OH,15.91,7.0,Dec-02,0.0,19.0,95.0,14.0,1.0,4820,53.0,21.0,w,2550.9,2550.9,9349.89,9349.89,7449.1,1900.79,0.0,0.0,0.0,Dec-15,336.75,Feb-16,Jan-16,0.0,19.0,1,INDIVIDUAL,,,,0.0,0.0,30221.0,,,,,,,,,,,,9100.0,,,
85274,7456343,9118415,10000,10000,10000.0, 36 months,13.67,340.18,B,B5,,,MORTGAGE,39096.0,Source Verified,Oct-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7456343,,credit_card,consolidated credit,011xx,MA,14.41,1.0,Sep-93,1.0,9.0,,9.0,0.0,5826,48.1,35.0,f,0.0,0.0,7143.26,7143.26,5277.19,1866.07,0.0,0.0,0.0,Sep-15,340.14,,Dec-15,0.0,9.0,1,INDIVIDUAL,,,,0.0,0.0,160272.0,,,,,,,,,,,,12100.0,,,
412014,13857684,15910030,6000,6000,6000.0, 36 months,7.62,186.97,A,A3,maintenance,7 years,MORTGAGE,43500.0,Source Verified,Apr-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13857684,,credit_card,Credit card refinancing,350xx,AL,15.12,0.0,Nov-04,1.0,,,7.0,0.0,8648,51.2,24.0,w,2666.99,2666.99,3926.37,3926.37,3333.01,593.36,0.0,0.0,0.0,Jan-16,186.97,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,75740.0,,,,,,,,,,,,16900.0,,,
6473,893892,1111063,21000,21000,20725.0, 60 months,14.27,491.58,C,C2,"Vangent, Inc.",3 years,MORTGAGE,140000.0,Source Verified,Oct-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=893892,  Borrower added on 09/28/11 > I am hoping to consolidate multiple high-interest credit cards with this loan.<br/>,debt_consolidation,Bill payoff,335xx,FL,10.16,0.0,Jun-90,0.0,,,12.0,0.0,27347,85.2,34.0,f,0.0,0.0,28129.20064,27760.84,21000.0,7129.2,0.0,0.0,0.0,Feb-15,6673.26,,Feb-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
225775,1148083,1388991,13000,13000,13000.0, 36 months,12.12,432.54,B,B3,san jose water co,10+ years,MORTGAGE,99000.0,Not Verified,Feb-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1148083,  Borrower added on 02/13/12 > Need the loan to be funded by friday.<br>,debt_consolidation,debt free,951xx,CA,11.38,0.0,Feb-95,1.0,,,10.0,0.0,22443,84.9,47.0,f,0.0,0.0,15505.65071,15505.65,13000.0,2505.65,0.0,0.0,0.0,Nov-14,8.23,,Nov-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
67520,8665715,10437754,20000,20000,20000.0, 36 months,7.9,625.81,A,A4,Registered nurse ,< 1 year,MORTGAGE,84000.0,Source Verified,Nov-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8665715,  Borrower added on 11/04/13 > Tired of high Internet credit cards ' want one bill<br>,credit_card,Consolidating,240xx,VA,6.9,0.0,Sep-88,0.0,,,16.0,0.0,14319,38.7,35.0,f,0.0,0.0,22116.35838,22116.36,20000.0,2116.36,0.0,0.0,0.0,Sep-15,8975.82,,Sep-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,208730.0,,,,,,,,,,,,37000.0,,,
91922,7071267,8732975,20000,20000,20000.0, 36 months,14.33,686.77,C,C2,US Army,10+ years,MORTGAGE,90000.0,Verified,Sep-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7071267,,debt_consolidation,debt,120xx,NY,24.15,0.0,Mar-00,4.0,,,11.0,0.0,16250,72.2,24.0,w,0.0,0.0,22832.86416,22832.86,20000.0,2832.86,0.0,0.0,0.0,Nov-14,13904.85,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,144567.0,,,,,,,,,,,,22500.0,,,
268425,32519939,35133249,7000,7000,7000.0, 36 months,13.35,237.04,C,C2,Full time Coach Operator,9 years,RENT,55000.0,Not Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=32519939,,credit_card,Credit card refinancing,906xx,CA,24.24,0.0,Oct-01,1.0,83.0,,16.0,0.0,8624,65.3,19.0,w,4603.16,4603.16,3344.61,3344.61,2396.84,947.77,0.0,0.0,0.0,Jan-16,237.04,Feb-16,Jan-16,0.0,83.0,1,INDIVIDUAL,,,,0.0,0.0,41858.0,,,,,,,,,,,,13200.0,,,
5583,875065,1089508,15000,15000,15000.0, 60 months,18.64,386.15,E,E1,Mercury Marine,10+ years,MORTGAGE,44004.0,Not Verified,Oct-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=875065,,debt_consolidation,Debt Consolidation,331xx,FL,21.0,1.0,Apr-94,0.0,18.0,,17.0,0.0,6233,32.1,39.0,f,3564.17,3564.17,19279.78,19279.78,11435.84,7843.94,0.0,0.0,0.0,Dec-15,386.15,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
377900,17472984,19595531,21000,21000,21000.0, 36 months,12.49,702.43,B,B5,Journeyman Substation Technician,< 1 year,MORTGAGE,80000.0,Verified,Jun-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17472984,,debt_consolidation,Debt consolidation,488xx,MI,24.18,0.0,Dec-88,1.0,51.0,82.0,10.0,1.0,15569,59.0,16.0,w,10892.6,10892.6,13346.17,13346.17,10107.4,3238.77,0.0,0.0,0.0,Jan-16,702.43,Feb-16,Jan-16,0.0,79.0,1,INDIVIDUAL,,,,0.0,0.0,58947.0,,,,,,,,,,,,26400.0,,,
229672,1089660,1326948,17500,17500,17500.0, 36 months,13.49,593.79,C,C1,Community Shares of Colorado,9 years,RENT,80000.0,Verified,Jan-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1089660,"  Borrower added on 01/02/12 > A year ago my credit score was 777. I opened a retail credit card to buy a TV for a good deal. I received misleading information and missed the first 3 payments. My other cards dropped their limits and now my credit is bad. This loan will help me quickly restore good credit. I am a great investment!<br><br>  Borrower added on 01/02/12 > I've been at my workplace for nine years and have excellent job stability. After this loan payment and all other monthly expenses, I have an additional $600 earmarked in my budget for savings and accelerated debt payments. What makes me a good borrower is my unshakable commitment to my obligations.<br>",debt_consolidation,Please help restore my excellent credit,802xx,CO,23.44,1.0,Jul-95,0.0,19.0,,10.0,0.0,30603,81.6,23.0,f,0.0,0.0,21373.56891,21373.57,17500.0,3873.57,0.0,0.0,0.0,Jan-15,601.92,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
191055,1475778,1733330,33000,33000,32950.0, 60 months,21.49,901.89,E,E3,Alcoa Inc.,6 years,OWN,114640.0,Verified,Oct-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1475778,"  Borrower added on 10/17/12 > I am seeking this loan in an effort to consolidate all of my debt (and pay it off in a finite period), which I incurred due to a (positive, but expensive) life event.  Thank you.<br>",debt_consolidation,Debt Consolidation Loan,152xx,PA,22.38,0.0,Dec-96,0.0,76.0,,15.0,0.0,26567,84.9,56.0,f,0.0,0.0,50290.03012,50213.83,33000.0,17290.03,0.0,0.0,0.0,Nov-15,17821.99,,Nov-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,52457.0,,,,,,,,,,,,31300.0,,,
370272,18815574,20988169,20000,20000,20000.0, 36 months,13.98,683.36,C,C3,RN,5 years,RENT,70000.0,Source Verified,Jun-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18815574,,debt_consolidation,Debt consolidation,933xx,CA,18.03,0.0,Mar-04,0.0,,,19.0,0.0,41000,56.9,27.0,w,10483.89,10483.89,12983.84,12983.84,9516.11,3467.73,0.0,0.0,0.0,Jan-16,683.36,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,41000.0,,,,,,,,,,,,72100.0,,,
306990,27680585,30193672,8000,8000,8000.0, 36 months,18.24,290.19,D,D5,housekeeper,8 years,RENT,37800.0,Verified,Sep-14,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=27680585,,other,Other,032xx,NH,23.43,0.0,Sep-98,2.0,,,10.0,0.0,7128,41.2,26.0,f,5596.87,5596.87,3772.47,3772.47,2403.13,1369.34,0.0,0.0,0.0,Oct-15,290.19,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,33349.0,,,,,,,,,,,,17300.0,,,
